
List of user-set options:

                                    Name   Value                used
                         acceptable_iter = 15                    yes
                          acceptable_tol = 1e-05                 yes
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 3000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_2_hyperelastic_cantilever_beam/run_hyperelastic_cantilever_beam_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-06                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:     3600
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3600
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     3600
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 207  1.4500877e+00 0.00e+00 2.25e-03 -11.0 2.25e-03    -  1.00e+00 5.69e-01f  1
 208  1.4500870e+00 0.00e+00 2.25e-03 -11.0 2.25e-03    -  1.00e+00 1.31e-03f  1
 209  1.4498391e+00 0.00e+00 2.26e-03 -11.0 2.25e-03    -  1.00e+00 4.84e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.4498385e+00 0.00e+00 2.26e-03 -11.0 2.26e-03    -  1.00e+00 1.18e-03f  1
 211  1.4498286e+00 0.00e+00 2.26e-03 -11.0 2.26e-03    -  1.00e+00 1.94e-02f  1
 212  1.4496619e+00 0.00e+00 2.26e-03 -11.0 2.26e-03    -  1.00e+00 3.27e-01f  1
 213  1.4491507e+00 0.00e+00 2.27e-03 -11.0 2.26e-03    -  1.00e+00 1.00e+00f  1
 214  1.4490691e+00 0.00e+00 2.27e-03 -11.0 2.27e-03    -  1.00e+00 1.59e-01f  1
 215  1.4490689e+00 0.00e+00 2.27e-03 -11.0 2.27e-03    -  1.00e+00 4.37e-04f  1
 216  1.4486449e+00 0.00e+00 2.27e-03 -11.0 2.27e-03    -  1.00e+00 8.28e-01f  1
 217  1.4486439e+00 0.00e+00 2.27e-03 -11.0 2.27e-03    -  1.00e+00 1.91e-03f  1
 218  1.4485447e+00 0.00e+00 2.28e-03 -11.0 2.27e-03    -  1.00e+00 1.94e-01f  1
 219  1.4485440e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 1.31e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.4484162e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 2.50e-01f  1
 221  1.4484153e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 1.73e-03f  1
 222  1.4483740e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 8.11e-02f  1
 223  1.4483240e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 9.85e-02f  1
 224  1.4481664e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 3.10e-01f  1
 225  1.4481638e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 5.13e-03f  1
 226  1.4481037e+00 0.00e+00 2.28e-03 -11.0 2.28e-03    -  1.00e+00 1.19e-01f  1
 227  1.4478152e+00 0.00e+00 2.29e-03 -11.0 2.28e-03    -  1.00e+00 5.68e-01f  1
 228  1.4478143e+00 0.00e+00 2.29e-03 -11.0 2.29e-03    -  1.00e+00 1.74e-03f  1
 229  1.4473521e+00 0.00e+00 2.29e-03 -11.0 2.29e-03    -  1.00e+00 9.08e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.4473511e+00 0.00e+00 2.29e-03 -11.0 2.29e-03    -  1.00e+00 2.10e-03f  1
 231  1.4468401e+00 0.00e+00 2.30e-03 -11.0 2.29e-03    -  1.00e+00 1.00e+00f  1
 232  1.4467121e+00 0.00e+00 2.30e-03 -11.0 2.30e-03    -  1.00e+00 2.49e-01f  1
 233  1.4467118e+00 0.00e+00 2.30e-03 -11.0 2.30e-03    -  1.00e+00 6.21e-04f  1
 234  1.4465178e+00 0.00e+00 2.31e-03 -11.0 2.30e-03    -  1.00e+00 3.78e-01f  1
 235  1.4465174e+00 0.00e+00 2.14e-03 -11.0 2.14e-03    -  1.00e+00 9.37e-04f  1
 236  1.4461060e+00 0.00e+00 1.88e-03 -11.0 1.88e-03    -  1.00e+00 8.08e-01f  1
 237  1.4461051e+00 0.00e+00 1.88e-03 -11.0 1.88e-03    -  1.00e+00 1.83e-03f  1
 238  1.4459639e+00 0.00e+00 1.89e-03 -11.0 1.88e-03    -  1.00e+00 2.76e-01f  1
 239  1.4459634e+00 0.00e+00 1.89e-03 -11.0 1.89e-03    -  1.00e+00 8.93e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.4458948e+00 0.00e+00 1.89e-03 -11.0 1.89e-03    -  1.00e+00 1.34e-01f  1
 241  1.4458900e+00 0.00e+00 1.89e-03 -11.0 1.89e-03    -  1.00e+00 9.35e-03f  1
 242  1.4453789e+00 0.00e+00 1.89e-03 -11.0 1.89e-03    -  1.00e+00 1.00e+00f  1
 243  1.4448629e+00 0.00e+00 1.90e-03 -11.0 1.89e-03    -  1.00e+00 1.00e+00f  1
 244  1.4445103e+00 0.00e+00 1.92e-03 -11.0 1.90e-03    -  1.00e+00 6.77e-01f  1
 245  1.4445096e+00 0.00e+00 1.92e-03 -11.0 1.92e-03    -  1.00e+00 1.31e-03f  1
 246  1.4445046e+00 0.00e+00 1.92e-03 -11.0 1.91e-03    -  1.00e+00 9.68e-03f  1
 247  1.4443778e+00 0.00e+00 1.93e-03 -11.0 1.92e-03    -  1.00e+00 2.44e-01f  1
 248  1.4443770e+00 0.00e+00 1.93e-03 -11.0 1.93e-03    -  1.00e+00 1.47e-03f  1
 249  1.4443493e+00 0.00e+00 1.94e-03 -11.0 1.93e-03    -  1.00e+00 5.35e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.4440956e+00 0.00e+00 1.98e-03 -11.0 1.94e-03    -  1.00e+00 4.89e-01f  1
 251  1.4436929e+00 0.00e+00 2.05e-03 -11.0 1.98e-03    -  1.00e+00 7.71e-01f  1
 252  1.4436920e+00 0.00e+00 2.05e-03 -11.0 2.05e-03    -  1.00e+00 1.57e-03f  1
 253  1.4431653e+00 0.00e+00 2.15e-03 -11.0 2.05e-03    -  1.00e+00 1.00e+00f  1
 254  1.4431244e+00 0.00e+00 2.16e-03 -11.0 2.15e-03    -  1.00e+00 7.67e-02f  1
 255  1.4431241e+00 0.00e+00 2.16e-03 -11.0 2.16e-03    -  1.00e+00 5.33e-04f  1
 256  1.4430222e+00 0.00e+00 2.19e-03 -11.0 2.16e-03    -  1.00e+00 1.91e-01f  1
 257  1.4430208e+00 0.00e+00 2.19e-03 -11.0 2.19e-03    -  1.00e+00 2.65e-03f  1
 258  1.4429135e+00 0.00e+00 2.21e-03 -11.0 2.19e-03    -  1.00e+00 2.01e-01f  1
 259  1.4429090e+00 0.00e+00 2.21e-03 -11.0 2.21e-03    -  1.00e+00 8.39e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.4427602e+00 0.00e+00 2.25e-03 -11.0 2.21e-03    -  1.00e+00 2.79e-01f  1
 261  1.4427585e+00 0.00e+00 2.25e-03 -11.0 2.25e-03    -  1.00e+00 3.22e-03f  1
 262  1.4422223e+00 0.00e+00 2.41e-03 -11.0 2.25e-03    -  1.00e+00 1.00e+00f  1
 263  1.4421769e+00 0.00e+00 2.43e-03 -11.0 2.41e-03    -  1.00e+00 8.34e-02f  1
 264  1.4421765e+00 0.00e+00 2.43e-03 -11.0 2.43e-03    -  1.00e+00 6.32e-04f  1
 265  1.4420049e+00 0.00e+00 2.49e-03 -11.0 2.43e-03    -  1.00e+00 3.15e-01f  1
 266  1.4420045e+00 0.00e+00 2.40e-03 -11.0 2.40e-03    -  1.00e+00 8.89e-04f  1
 267  1.4418485e+00 0.00e+00 2.46e-03 -11.0 2.40e-03    -  1.00e+00 2.87e-01f  1
 268  1.4418480e+00 0.00e+00 2.44e-03 -11.0 2.44e-03    -  1.00e+00 9.78e-04f  1
 269  1.4417286e+00 0.00e+00 2.48e-03 -11.0 2.44e-03    -  1.00e+00 2.21e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.4417278e+00 0.00e+00 2.39e-03 -11.0 2.39e-03    -  1.00e+00 1.52e-03f  1
 271  1.4416549e+00 0.00e+00 2.41e-03 -11.0 2.39e-03    -  1.00e+00 1.36e-01f  1
 272  1.4416367e+00 0.00e+00 2.42e-03 -11.0 2.41e-03    -  1.00e+00 3.38e-02f  1
 273  1.4415384e+00 0.00e+00 2.45e-03 -11.0 2.42e-03    -  1.00e+00 1.83e-01f  1
 274  1.4415180e+00 0.00e+00 2.46e-03 -11.0 2.45e-03    -  1.00e+00 3.78e-02f  1
 275  1.4412544e+00 0.00e+00 2.55e-03 -11.0 2.46e-03    -  1.00e+00 4.89e-01f  1
 276  1.4412537e+00 0.00e+00 2.55e-03 -11.0 2.55e-03    -  1.00e+00 1.28e-03f  1
 277  1.4411727e+00 0.00e+00 2.58e-03 -11.0 2.55e-03    -  1.00e+00 1.50e-01f  1
 278  1.4411695e+00 0.00e+00 2.58e-03 -11.0 2.58e-03    -  1.00e+00 5.93e-03f  1
 279  1.4410395e+00 0.00e+00 2.63e-03 -11.0 2.58e-03    -  1.00e+00 2.41e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.4410363e+00 0.00e+00 2.63e-03 -11.0 2.63e-03    -  1.00e+00 6.00e-03f  1
 281  1.4409920e+00 0.00e+00 2.65e-03 -11.0 2.63e-03    -  1.00e+00 8.21e-02f  1
 282  1.4409548e+00 0.00e+00 2.67e-03 -10.7 2.65e-03    -  1.00e+00 6.98e-02f  1
 283  1.4408519e+00 0.00e+00 2.71e-03 -11.0 2.67e-03    -  1.00e+00 1.92e-01f  1
 284  1.4406403e+00 0.00e+00 2.80e-03 -11.0 2.71e-03    -  1.00e+00 3.94e-01f  1
 285  1.4406394e+00 0.00e+00 2.80e-03 -11.0 2.80e-03    -  1.00e+00 1.80e-03f  1
 286  1.4405878e+00 0.00e+00 2.83e-03 -11.0 2.80e-03    -  1.00e+00 9.55e-02f  1
 287  1.4405656e+00 0.00e+00 2.84e-03 -11.0 2.83e-03    -  1.00e+00 4.10e-02f  1
 288  1.4401661e+00 0.00e+00 3.05e-03 -11.0 2.84e-03    -  1.00e+00 7.35e-01f  1
 289  1.4401649e+00 0.00e+00 3.05e-03 -11.0 3.05e-03    -  1.00e+00 2.18e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  1.4401559e+00 0.00e+00 3.05e-03 -11.0 3.05e-03    -  1.00e+00 1.64e-02f  1
 291  1.4400999e+00 0.00e+00 3.09e-03 -11.0 3.05e-03    -  1.00e+00 1.03e-01f  1
 292  1.4397547e+00 0.00e+00 3.32e-03 -11.0 3.09e-03    -  1.00e+00 6.27e-01f  1
 293  1.4397535e+00 0.00e+00 3.32e-03 -11.0 3.32e-03    -  1.00e+00 2.09e-03f  1
 294  1.4397072e+00 0.00e+00 3.35e-03 -11.0 3.32e-03    -  1.00e+00 8.29e-02f  1
 295  1.4397050e+00 0.00e+00 3.36e-03 -11.0 3.36e-03    -  1.00e+00 3.83e-03f  1
 296  1.4391441e+00 0.00e+00 3.88e-03 -11.0 3.36e-03    -  1.00e+00 1.00e+00f  1
 297  1.4390768e+00 0.00e+00 3.96e-03 -11.0 3.88e-03    -  1.00e+00 1.16e-01f  1
 298  1.4390764e+00 0.00e+00 3.96e-03 -11.0 3.96e-03    -  1.00e+00 7.70e-04f  1
 299  1.4389054e+00 0.00e+00 4.19e-03 -11.0 3.96e-03    -  1.00e+00 2.92e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  1.4389043e+00 0.00e+00 4.20e-03 -11.0 4.19e-03    -  1.00e+00 1.88e-03f  1
 301  1.4388560e+00 0.00e+00 4.27e-03 -11.0 4.20e-03    -  1.00e+00 8.14e-02f  1
 302  1.4388513e+00 0.00e+00 4.28e-03 -11.0 4.27e-03    -  1.00e+00 7.98e-03f  1
 303  1.4386772e+00 0.00e+00 4.55e-03 -11.0 4.28e-03    -  1.00e+00 2.95e-01f  1
 304  1.4386733e+00 0.00e+00 4.56e-03 -11.0 4.55e-03    -  1.00e+00 6.51e-03f  1
 305  1.4386484e+00 0.00e+00 4.60e-03 -11.0 4.56e-03    -  1.00e+00 4.20e-02f  1
 306  1.4385445e+00 0.00e+00 4.78e-03 -11.0 4.60e-03    -  1.00e+00 1.76e-01f  1
 307  1.4385396e+00 0.00e+00 4.79e-03 -11.0 4.78e-03    -  1.00e+00 8.41e-03f  1
 308  1.4383834e+00 0.00e+00 5.09e-03 -11.0 4.79e-03    -  1.00e+00 2.64e-01f  1
 309  1.4383823e+00 0.00e+00 4.90e-03 -11.0 4.90e-03    -  1.00e+00 1.76e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  1.4383109e+00 0.00e+00 5.01e-03 -11.0 4.89e-03    -  1.00e+00 1.24e-01f  1
 311  1.4382828e+00 0.00e+00 4.89e-03 -11.0 4.84e-03    -  1.00e+00 4.90e-02f  1
 312  1.4382641e+00 0.00e+00 4.47e-03 -11.0 4.46e-03    -  1.00e+00 3.39e-02f  1
 313  1.4381392e+00 0.00e+00 4.58e-03 -11.0 4.47e-03    -  1.00e+00 2.26e-01f  1
 314  1.4380945e+00 0.00e+00 4.63e-03 -11.0 4.58e-03    -  1.00e+00 8.04e-02f  1
 315  1.4379590e+00 0.00e+00 4.76e-03 -11.0 4.63e-03    -  1.00e+00 2.43e-01f  1
 316  1.4379579e+00 0.00e+00 4.74e-03 -11.0 4.74e-03    -  1.00e+00 1.94e-03f  1
 317  1.4379321e+00 0.00e+00 4.42e-03 -11.0 4.40e-03    -  1.00e+00 4.68e-02f  1
 318  1.4378914e+00 0.00e+00 4.25e-03 -11.0 4.23e-03    -  1.00e+00 7.66e-02f  1
 319  1.4378073e+00 0.00e+00 4.31e-03 -11.0 4.25e-03    -  1.00e+00 1.58e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  1.4377206e+00 0.00e+00 4.37e-03 -11.0 4.31e-03    -  1.00e+00 1.62e-01f  1
 321  1.4377181e+00 0.00e+00 4.37e-03 -11.0 4.37e-03    -  1.00e+00 4.73e-03f  1
 322  1.4376208e+00 0.00e+00 4.44e-03 -11.0 4.36e-03    -  1.00e+00 1.84e-01f  1
 323  1.4376155e+00 0.00e+00 3.55e-03 -11.0 3.55e-03    -  1.00e+00 1.02e-02f  1
 324  1.4375039e+00 0.00e+00 3.60e-03 -11.0 3.56e-03    -  1.00e+00 2.20e-01f  1
 325  1.4371227e+00 0.00e+00 3.75e-03 -11.0 3.60e-03    -  1.00e+00 7.48e-01f  1
 326  1.4371213e+00 0.00e+00 3.75e-03 -11.0 3.75e-03    -  1.00e+00 2.76e-03f  1
 327  1.4370639e+00 0.00e+00 3.78e-03 -11.0 3.75e-03    -  1.00e+00 1.12e-01f  1
 328  1.4368092e+00 0.00e+00 3.91e-03 -11.0 3.78e-03    -  1.00e+00 4.93e-01f  1
 329  1.4368082e+00 0.00e+00 3.87e-03 -11.0 3.87e-03    -  1.00e+00 1.82e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  1.4368037e+00 0.00e+00 3.15e-03 -11.0 3.14e-03    -  1.00e+00 8.84e-03f  1
 331  1.4367080e+00 0.00e+00 3.19e-03 -11.0 3.15e-03    -  1.00e+00 1.89e-01f  1
 332  1.4367067e+00 0.00e+00 3.19e-03 -11.0 3.19e-03    -  1.00e+00 2.69e-03f  1
 333  1.4366415e+00 0.00e+00 3.22e-03 -11.0 3.19e-03    -  1.00e+00 1.30e-01f  1
 334  1.4366261e+00 0.00e+00 3.22e-03 -11.0 3.22e-03    -  1.00e+00 3.10e-02f  1
 335  1.4363667e+00 0.00e+00 3.33e-03 -11.0 3.22e-03    -  1.00e+00 5.21e-01f  1
 336  1.4363656e+00 0.00e+00 3.33e-03 -11.0 3.33e-03    -  1.00e+00 2.23e-03f  1
 337  1.4363387e+00 0.00e+00 3.34e-03 -11.0 3.33e-03    -  1.00e+00 5.39e-02f  1
 338  1.4363276e+00 0.00e+00 3.35e-03 -11.0 3.34e-03    -  1.00e+00 2.25e-02f  1
 339  1.4362452e+00 0.00e+00 3.39e-03 -11.0 3.35e-03    -  1.00e+00 1.67e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  1.4362070e+00 0.00e+00 3.41e-03 -11.0 3.39e-03    -  1.00e+00 7.72e-02f  1
 341  1.4361560e+00 0.00e+00 3.42e-03 -11.0 3.40e-03    -  1.00e+00 1.03e-01f  1
 342  1.4361223e+00 0.00e+00 3.30e-03 -11.0 3.28e-03    -  1.00e+00 6.83e-02f  1
 343  1.4361011e+00 0.00e+00 2.79e-03 -11.0 2.79e-03    -  1.00e+00 4.40e-02f  1
 344  1.4360099e+00 0.00e+00 2.82e-03 -11.0 2.79e-03    -  1.00e+00 1.89e-01f  1
 345  1.4359153e+00 0.00e+00 2.85e-03 -11.0 2.82e-03    -  1.00e+00 1.96e-01f  1
 346  1.4358430e+00 0.00e+00 2.87e-03 -11.0 2.85e-03    -  1.00e+00 1.49e-01f  1
 347  1.4358353e+00 0.00e+00 2.87e-03 -11.0 2.87e-03    -  1.00e+00 1.61e-02f  1
 348  1.4356867e+00 0.00e+00 2.92e-03 -11.0 2.87e-03    -  1.00e+00 3.06e-01f  1
 349  1.4356856e+00 0.00e+00 2.92e-03 -11.0 2.92e-03    -  1.00e+00 2.22e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  1.4356432e+00 0.00e+00 2.93e-03 -11.0 2.92e-03    -  1.00e+00 8.75e-02f  1
 351  1.4354173e+00 0.00e+00 3.01e-03 -11.0 2.93e-03    -  1.00e+00 4.65e-01f  1
 352  1.4350909e+00 0.00e+00 3.13e-03 -11.0 3.01e-03    -  1.00e+00 6.67e-01f  1
 353  1.4350899e+00 0.00e+00 3.13e-03 -11.0 3.13e-03    -  1.00e+00 2.04e-03f  1
 354  1.4350570e+00 0.00e+00 3.15e-03 -11.0 3.13e-03    -  1.00e+00 6.68e-02f  1
 355  1.4349660e+00 0.00e+00 3.19e-03 -11.0 3.15e-03    -  1.00e+00 1.85e-01f  1
 356  1.4349634e+00 0.00e+00 3.19e-03 -11.0 3.19e-03    -  1.00e+00 5.21e-03f  1
 357  1.4349386e+00 0.00e+00 3.20e-03 -11.0 3.19e-03    -  1.00e+00 5.06e-02f  1
 358  1.4348209e+00 0.00e+00 3.25e-03 -11.0 3.20e-03    -  1.00e+00 2.40e-01f  1
 359  1.4348060e+00 0.00e+00 3.23e-03 -11.0 3.23e-03    -  1.00e+00 3.03e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  1.4347868e+00 0.00e+00 2.62e-03 -11.0 2.61e-03    -  1.00e+00 3.92e-02f  1
 361  1.4346821e+00 0.00e+00 2.53e-03 -10.0 2.51e-03    -  1.00e+00 2.20e-01f  1
 362  1.4343292e+00 0.00e+00 2.58e-03 -11.0 2.53e-03    -  1.00e+00 7.37e-01f  1
 363  1.4343283e+00 0.00e+00 2.58e-03 -11.0 2.58e-03    -  1.00e+00 1.86e-03f  1
 364  1.4343082e+00 0.00e+00 2.59e-03 -11.0 2.58e-03    -  1.00e+00 4.21e-02f  1
 365  1.4340353e+00 0.00e+00 2.63e-03 -11.0 2.59e-03    -  1.00e+00 5.70e-01f  1
 366  1.4340345e+00 0.00e+00 2.63e-03 -11.0 2.63e-03    -  1.00e+00 1.65e-03f  1
 367  1.4338611e+00 0.00e+00 2.66e-03 -11.0 2.63e-03    -  1.00e+00 3.61e-01f  1
 368  1.4338602e+00 0.00e+00 2.66e-03 -11.0 2.66e-03    -  1.00e+00 1.90e-03f  1
 369  1.4334992e+00 0.00e+00 2.75e-03 -11.0 2.66e-03    -  1.00e+00 7.48e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  1.4334983e+00 0.00e+00 2.73e-03 -11.0 2.73e-03    -  1.00e+00 1.91e-03f  1
 371  1.4334940e+00 0.00e+00 2.73e-03 -11.0 2.73e-03    -  1.00e+00 8.88e-03f  1
 372  1.4334451e+00 0.00e+00 2.74e-03 -11.0 2.73e-03    -  1.00e+00 1.02e-01f  1
 373  1.4334318e+00 0.00e+00 2.74e-03 -11.0 2.74e-03    -  1.00e+00 2.79e-02f  1
 374  1.4331306e+00 0.00e+00 2.81e-03 -11.0 2.74e-03    -  1.00e+00 6.27e-01f  1
 375  1.4331297e+00 0.00e+00 2.81e-03 -11.0 2.81e-03    -  1.00e+00 1.83e-03f  1
 376  1.4328219e+00 0.00e+00 2.88e-03 -11.0 2.81e-03    -  1.00e+00 6.38e-01f  1
 377  1.4327059e+00 0.00e+00 2.91e-03 -11.0 2.88e-03    -  1.00e+00 2.38e-01f  1
 378  1.4327055e+00 0.00e+00 2.86e-03 -11.0 2.86e-03    -  1.00e+00 7.09e-04f  1
 379  1.4326563e+00 0.00e+00 2.87e-03 -11.0 2.86e-03    -  1.00e+00 1.03e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  1.4325901e+00 0.00e+00 2.89e-03 -11.0 2.87e-03    -  1.00e+00 1.37e-01f  1
 381  1.4325827e+00 0.00e+00 2.89e-03 -11.0 2.89e-03    -  1.00e+00 1.54e-02f  1
 382  1.4324276e+00 0.00e+00 2.92e-03 -11.0 2.89e-03    -  1.00e+00 3.22e-01f  1
 383  1.4324270e+00 0.00e+00 2.79e-03 -11.0 2.79e-03    -  1.00e+00 1.28e-03f  1
 384  1.4323852e+00 0.00e+00 2.75e-03 -11.0 2.74e-03    -  1.00e+00 8.79e-02f  1
 385  1.4323759e+00 0.00e+00 2.74e-03 -11.0 2.74e-03    -  1.00e+00 1.98e-02f  1
 386  1.4322993e+00 0.00e+00 2.77e-03 -11.0 2.74e-03    -  1.00e+00 1.63e-01f  1
 387  1.4322552e+00 0.00e+00 2.78e-03 -11.0 2.77e-03    -  1.00e+00 9.42e-02f  1
 388  1.4321593e+00 0.00e+00 2.82e-03 -11.0 2.78e-03    -  1.00e+00 2.05e-01f  1
 389  1.4321419e+00 0.00e+00 2.82e-03 -11.0 2.82e-03    -  1.00e+00 3.70e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  1.4320798e+00 0.00e+00 2.85e-03 -11.0 2.82e-03    -  1.00e+00 1.33e-01f  1
 391  1.4320673e+00 0.00e+00 2.85e-03 -11.0 2.85e-03    -  1.00e+00 2.70e-02f  1
 392  1.4319392e+00 0.00e+00 2.90e-03 -11.0 2.85e-03    -  1.00e+00 2.75e-01f  1
 393  1.4319383e+00 0.00e+00 2.75e-03 -11.0 2.75e-03    -  1.00e+00 1.91e-03f  1
 394  1.4316091e+00 0.00e+00 2.80e-03 -11.0 2.75e-03    -  1.00e+00 7.16e-01f  1
 395  1.4316082e+00 0.00e+00 2.80e-03 -11.0 2.80e-03    -  1.00e+00 1.95e-03f  1
 396  1.4315946e+00 0.00e+00 2.81e-03 -11.0 2.80e-03    -  1.00e+00 2.97e-02f  1
 397  1.4315781e+00 0.00e+00 2.80e-03 -11.0 2.80e-03    -  1.00e+00 3.60e-02f  1
 398  1.4315321e+00 0.00e+00 2.74e-03 -11.0 2.74e-03    -  1.00e+00 1.01e-01f  1
 399  1.4315202e+00 0.00e+00 2.45e-03 -11.0 2.45e-03    -  1.00e+00 2.65e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  1.4314737e+00 0.00e+00 2.45e-03 -11.0 2.45e-03    -  1.00e+00 1.04e-01f  1
 401  1.4314093e+00 0.00e+00 2.46e-03 -11.0 2.45e-03    -  1.00e+00 1.45e-01f  1
 402  1.4313655e+00 0.00e+00 2.47e-03 -11.0 2.46e-03    -  1.00e+00 9.91e-02f  1
 403  1.4313018e+00 0.00e+00 2.47e-03 -11.0 2.46e-03    -  1.00e+00 1.44e-01f  1
 404  1.4308592e+00 0.00e+00 2.53e-03 -11.0 2.47e-03    -  1.00e+00 1.00e+00f  1
 405  1.4306914e+00 0.00e+00 2.55e-03 -11.0 2.53e-03    -  1.00e+00 3.76e-01f  1
 406  1.4306910e+00 0.00e+00 2.55e-03 -11.0 2.55e-03    -  1.00e+00 9.87e-04f  1
 407  1.4304753e+00 0.00e+00 2.57e-03 -11.0 2.55e-03    -  1.00e+00 4.83e-01f  1
 408  1.4304747e+00 0.00e+00 2.57e-03 -11.0 2.57e-03    -  1.00e+00 1.40e-03f  1
 409  1.4302022e+00 0.00e+00 2.61e-03 -11.0 2.57e-03    -  1.00e+00 6.08e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  1.4302015e+00 0.00e+00 2.61e-03 -11.0 2.61e-03    -  1.00e+00 1.76e-03f  1
 411  1.4300240e+00 0.00e+00 2.64e-03 -11.0 2.61e-03    -  1.00e+00 3.94e-01f  1
 412  1.4300235e+00 0.00e+00 2.63e-03 -11.0 2.63e-03    -  1.00e+00 1.08e-03f  1
 413  1.4300138e+00 0.00e+00 2.40e-03 -11.0 2.40e-03    -  1.00e+00 2.18e-02f  1
 414  1.4299734e+00 0.00e+00 2.28e-03 -11.0 2.27e-03    -  1.00e+00 9.17e-02f  1
 415  1.4297404e+00 0.00e+00 2.33e-03 -11.0 2.28e-03    -  1.00e+00 5.28e-01f  1
 416  1.4297399e+00 0.00e+00 2.33e-03 -11.0 2.33e-03    -  1.00e+00 1.25e-03f  1
 417  1.4296441e+00 0.00e+00 2.36e-03 -11.0 2.33e-03    -  1.00e+00 2.18e-01f  1
 418  1.4292034e+00 0.00e+00 2.47e-03 -11.0 2.36e-03    -  1.00e+00 1.00e+00f  1
 419  1.4290222e+00 0.00e+00 2.52e-03 -11.0 2.47e-03    -  1.00e+00 4.07e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  1.4290216e+00 0.00e+00 2.52e-03 -11.0 2.52e-03    -  1.00e+00 1.33e-03f  1
 421  1.4286732e+00 0.00e+00 2.62e-03 -11.0 2.52e-03    -  1.00e+00 7.78e-01f  1
 422  1.4286723e+00 0.00e+00 2.62e-03 -11.0 2.62e-03    -  1.00e+00 1.95e-03f  1
